db_id;schema
formula_1;Справочник.Трассы : Ссылка (Справочник.Трассы) , Код (Строка) , Наименование (Строка) , Местоположение (Строка) , Страна (Строка) , Широта (Число) , Долгота (Число) , Высота (Число) , СсылкаURL (Строка) | Справочник.Гонки : Ссылка (Справочник.Гонки) , Год (Число) , Раунд (Число) , Трасса (Справочник.Трассы) , Наименование (Строка) , Дата (Строка) , Время (Строка) , СсылкаURL (Строка) | Справочник.Гонщики : Ссылка (Справочник.Гонщики) , Код (Строка) , Номер (Число) , Аббревиатура (Строка) , Имя (Строка) , Фамилия (Строка) , ДатаРождения (Дата) , Национальность (Строка) , СсылкаURL (Строка) | Справочник.Статусы : Ссылка (Справочник.Статусы) , Описание (Строка) | Справочник.Сезоны : Год (Число) , СсылкаURL (Строка) | Справочник.Конструкторы : Ссылка (Справочник.Конструкторы) , Код (Строка) , Наименование (Строка) , Национальность (Строка) , СсылкаURL (Строка) | РегистрСведений.ЗачетКонструкторов : Ссылка (РегистрСведений.ЗачетКонструкторов) , Гонка (Справочник.Гонки) , Конструктор (Справочник.Конструкторы) , Очки (Число) , Позиция (Число) , ТекстПозиции (Строка) , Побед (Число) | РегистрСведений.РезультатыГонок : Ссылка (РегистрСведений.РезультатыГонок) , Гонка (Справочник.Гонки) , Гонщик (Справочник.Гонщики) , Конструктор (Справочник.Конструкторы) , Номер (Число) , СтартоваяПозиция (Число) , ФинишнаяПозиция (Число) , ТекстПозиции (Строка) , ПорядокПозиции (Число) , Очки (Число) , Кругов (Число) , Время (Строка) , Миллисекунд (Число) , БыстрыйКруг (Число) , Ранг (Число) , ВремяБыстрогоКруга (Строка) , СкоростьБыстрогоКруга (Строка) , Статус (Справочник.Статусы) | РегистрСведений.ЗачетГонщиков : Ссылка (РегистрСведений.ЗачетГонщиков) , Гонка (Справочник.Гонки) , Гонщик (Справочник.Гонщики) , Очки (Число) , Позиция (Число) , ТекстПозиции (Строка) , Побед (Число) | РегистрСведений.РезультатыКонструкторов : Ссылка (РегистрСведений.РезультатыКонструкторов) , Гонка (Справочник.Гонки) , Конструктор (Справочник.Конструкторы) , Очки (Число) , Статус (Число) | РегистрСведений.Квалификация : Ссылка (РегистрСведений.Квалификация) , Гонка (Справочник.Гонки) , Гонщик (Справочник.Гонщики) , Конструктор (Справочник.Конструкторы) , Номер (Число) , Позиция (Число) , Q1 (Строка) , Q2 (Строка) , Q3 (Строка) | РегистрСведений.ПитСтопы : Гонка (Справочник.Гонки) , Гонщик (Справочник.Гонщики) , ПитСтоп (Число) , Круг (Число) , Время (Строка) , Длительность (Строка) , Миллисекунд (Число) | РегистрСведений.ВременаКругов : Гонка (Справочник.Гонки) , Гонщик (Справочник.Гонщики) , Круг (Число) , Позиция (Число) , Время (Строка) , Миллисекунд (Число)
game_1;Справочник.Студенты : Ссылка (Справочник.Студенты) , Фамилия (Строка) , Имя (Строка) , Возраст (Число) , Пол (Строка) , Специальность (Число) , Руководитель (Число) , КодГорода (Строка) | Справочник.Видеоигры : Ссылка (Справочник.Видеоигры) , Наименование (Строка) , Жанр (Строка) | РегистрСведений.ИгрыСтудентов : Студент (Справочник.Студенты) , Игра (Справочник.Видеоигры) , ЧасовИграно (Число) | РегистрСведений.СпортСтудентов : Студент (Справочник.Студенты) , ВидСпорта (Строка) , ЧасовВНеделю (Число) , ИгрСыграно (Число) , Стипендия (Строка)
loan_1;Справочник.ФилиалыБанка : Ссылка (Справочник.ФилиалыБанка) , Наименование (Строка) , КоличествоКлиентов (Число) , Город (Строка) , Штат (Строка) | Справочник.КлиентыБанка : Ссылка (Справочник.КлиентыБанка) , Наименование (Строка) , ТипСчета (Строка) , БалансСчета (Число) , КоличествоКредитов (Число) , КредитныйРейтинг (Число) , Филиал (Справочник.ФилиалыБанка) , Штат (Строка) | РегистрСведений.Кредиты : Ссылка (РегистрСведений.Кредиты) , ТипКредита (Строка) , Клиент (Справочник.КлиентыБанка) , Филиал (Справочник.ФилиалыБанка) , Сумма (Число)
bike_1;Справочник.Станции : Ссылка (Справочник.Станции) , Наименование (Строка) , Широта (Число) , Долгота (Число) , КоличествоСтоек (Число) , Город (Строка) , ДатаУстановки (Строка) | РегистрСведений.СостояниеСтанций : Станция (Справочник.Станции) , ВелосипедовДоступно (Число) , СтоекДоступно (Число) , Время (Строка) | Документ.Поездка : Ссылка (Документ.Поездка) , Длительность (Число) , ДатаНачала (Строка) , СтанцияНачала (Справочник.Станции) , НаименованиеСтанцииНачала (Строка) , ДатаОкончания (Строка) , СтанцияОкончания (Справочник.Станции) , НаименованиеСтанцииОкончания (Строка) , Велосипед (Число) , ТипПодписки (Строка) , ПочтовыйИндекс (Число) | РегистрСведений.Погода : Дата (Строка) , МаксТемператураF (Число) , СрТемператураF (Число) , МинТемператураF (Число) , МаксТочкаРосыF (Число) , СрТочкаРосыF (Число) , МинТочкаРосыF (Число) , МаксВлажность (Число) , СрВлажность (Число) , МинВлажность (Число) , МаксДавление (Число) , СрДавление (Число) , МинДавление (Число) , МаксВидимость (Число) , СрВидимость (Число) , МинВидимость (Число) , МаксСкоростьВетра (Число) , СрСкоростьВетра (Число) , МаксПорывВетра (Число) , Осадки (Число) , Облачность (Число) , Явления (Строка) , НаправлениеВетра (Число) , ПочтовыйИндекс (Число)
entrepreneur;Справочник.Люди : Ссылка (Справочник.Люди) , Наименование (Строка) , Рост (Число) , Вес (Число) , ДатаРождения (Дата) | Справочник.Предприниматели : Ссылка (Справочник.Предприниматели) , Человек (Справочник.Люди) , Компания (Строка) , ЗапрошеноСредств (Число) , Инвестор (Строка)
orchestra;Справочник.Дирижеры : Ссылка (Справочник.Дирижеры) , Наименование (Строка) , Возраст (Число) , Национальность (Строка) , Стаж (Число) | Справочник.Оркестры : Ссылка (Справочник.Оркестры) , Наименование (Строка) , Дирижер (Справочник.Дирижеры) , Лейбл (Строка) , ГодОснования (Число) , ФорматЗаписи (Строка) | Справочник.Выступления : Ссылка (Справочник.Выступления) , Оркестр (Справочник.Оркестры) , Тип (Строка) , Дата (Дата) , РейтингОМиллионах (Число) , РейтингНедели (Строка) , Доля (Строка) | РегистрСведений.Шоу : Ссылка (РегистрСведений.Шоу) , Выступление (Справочник.Выступления) , ПервоеПоявление (Булево) , Результат (Строка) , Посещаемость (Число)
cre_Drama_Workshop_Groups;Справочник.СпособыОплаты : Код (Строка) , Описание (Строка) | Справочник.ВидыУслуг : Код (Строка) , РодительскийКод (Строка) , Описание (Строка) | Справочник.Адреса : Ссылка (Справочник.Адреса) , Строка1 (Строка) , Строка2 (Строка) , Город (Строка) , Область (Строка) , Прочее (Строка) | Справочник.Товары : Ссылка (Справочник.Товары) , Наименование (Строка) , Цена (Число) , Описание (Строка) , Прочее (Строка) | Справочник.МаркетинговыеРегионы : Код (Строка) , Наименование (Строка) , Описание (Строка) , Прочее (Строка) | Справочник.Клиенты : Ссылка (Справочник.Клиенты) , АдресСправочник (Справочник.Адреса) , ЭлектроннаяПочта (Строка) , Наименование (Строка) , Телефон (Строка) , Прочее (Строка) | Справочник.ТеатральныеГруппы : Ссылка (Справочник.ТеатральныеГруппы) , Адрес (Справочник.Адреса) , КодВалюты (Строка) , Регион (Справочник.МаркетинговыеРегионы) , Наименование (Строка) , Телефон (Строка) , ЭлектроннаяПочта (Строка) , Прочее (Строка) | Справочник.Артисты : Ссылка (Справочник.Артисты) , Адрес (Справочник.Адреса) , Наименование (Строка) , Телефон (Строка) , ЭлектроннаяПочта (Строка) , Прочее (Строка) | Справочник.Покупатели : Код (Строка) , Адрес (Справочник.Адреса) , Наименование (Строка) , Телефон (Строка) , ЭлектроннаяПочта (Строка) , Прочее (Строка) | Справочник.Магазины : Код (Строка) , АдресСправочник (Справочник.Адреса) , Регион (Справочник.МаркетинговыеРегионы) , Наименование (Строка) , Телефон (Строка) , ЭлектроннаяПочта (Строка) , Прочее (Строка) | Документ.Бронирование : Ссылка (Документ.Бронирование) , Покупатель (Справочник.Покупатели) , ТеатральнаяГруппа (Справочник.ТеатральныеГруппы) , Статус (Строка) , Магазин (Справочник.Магазины) , ДатаЗаказа (Дата) , ПлановаяДатаДоставки (Дата) , ФактическаяДатаДоставки (Дата) , Прочее (Строка) | РегистрСведений.АртистыБронирования : Заказ (Документ.Бронирование) , Артист (Справочник.Артисты) | Документ.Заказ : Ссылка (Документ.Заказ) , Покупатель (Справочник.Покупатели) , Магазин (Справочник.Магазины) , ДатаЗаказа (Дата) , ПлановаяДатаДоставки (Дата) , ФактическаяДатаДоставки (Дата) , Прочее (Строка) | ТабличнаяЧасть.ТоварыЗаказа : Ссылка (ТабличнаяЧасть.ТоварыЗаказа) , Заказ (Документ.Заказ) , Товар (Справочник.Товары) , Количество (Строка) , Прочее (Строка) | Документ.Счет : Ссылка (Документ.Счет) , Заказ (Документ.Заказ) , СпособОплаты (Справочник.СпособыОплаты) , Товар (Справочник.Товары) , Количество (Строка) , Прочее (Строка) , СтрокаЗаказа (ТабличнаяЧасть.ТоварыЗаказа) | Справочник.Услуги : Ссылка (Справочник.Услуги) , ВидУслуги (Справочник.ВидыУслуг) , ТеатральнаяГруппа (Справочник.ТеатральныеГруппы) , Описание (Строка) , Наименование (Строка) , Цена (Число) , Прочее (Строка) | РегистрСведений.УслугиБронирования : Заказ (Документ.Бронирование) , Услуга (Справочник.Услуги) | ТабличнаяЧасть.СтрокиСчета : Ссылка (ТабличнаяЧасть.СтрокиСчета) , Счет (Документ.Счет) , Заказ (Документ.Заказ) , СтрокаЗаказа (ТабличнаяЧасть.ТоварыЗаказа) , Товар (Справочник.Товары) , Количество (Число) , Прочее (Строка)
car_1;Справочник.Континенты : Ссылка (Справочник.Континенты) , Наименование (Строка) | Справочник.Страны : Ссылка (Справочник.Страны) , Наименование (Строка) , КонтинентСправочник (Справочник.Континенты) | Справочник.ПроизводителиАвто : Ссылка (Справочник.ПроизводителиАвто) , Наименование (Строка) , ПолноеНаименование (Строка) , Страна (Строка) | Справочник.МоделиАвто : Ссылка (Справочник.МоделиАвто) , Производитель (Справочник.ПроизводителиАвто) , Модель (Строка) | Справочник.НазванияАвто : ПроизводительID (Число) , Модель (Строка) , Производитель (Строка) | РегистрСведений.ХарактеристикиАвто : Ссылка (РегистрСведений.ХарактеристикиАвто) , РасходТоплива (Строка) , Цилиндров (Число) , ОбъемДвигателя (Число) , Мощность (Строка) , Вес (Число) , Ускорение (Число) , Год (Число)
geo;Справочник.Штаты : Наименование (Строка) , Население (Число) , Площадь (Число) , Страна (Строка) , Столица (Строка) , Плотность (Число) | Справочник.Города : Наименование (Строка) , Население (Число) , Страна (Строка) , Штат (Строка) | РегистрСведений.ГраницыШтатов : Штат (Строка) , ГраничитСо (Строка) | РегистрСведений.ВысотыШтатов : Штат (Строка) , НаивысшаяТочка (Строка) , НаименьшаяТочка (Строка) , ВысотаМакс (Строка) , ВысотаМин (Строка) | Справочник.Озера : Наименование (Строка) , Площадь (Число) , Страна (Строка) , Штат (Строка) | Справочник.Горы : Наименование (Строка) , Высота (Число) , Страна (Строка) , Штат (Строка) | Справочник.Реки : Наименование (Строка) , Длина (Число) , Страна (Строка) , ПроходитЧерез (Строка)
behavior_monitoring;Справочник.ВидыАдресов : Код (Строка) , Описание (Строка) | Справочник.ВидыДисциплинарныхМер : Код (Строка) , Описание (Строка) | Справочник.ВидыИнцидентов : Код (Строка) , Описание (Строка) | Справочник.Адреса : Ссылка (Справочник.Адреса) , Строка1 (Строка) , Строка2 (Строка) , Строка3 (Строка) , Город (Строка) , Индекс (Строка) , Регион (Строка) , Страна (Строка) , Прочее (Строка) | Справочник.Студенты : Ссылка (Справочник.Студенты) , Адрес (Справочник.Адреса) , Имя (Строка) , Отчество (Строка) , Фамилия (Строка) , Телефон (Строка) , ЭлектроннаяПочта (Строка) , ДатаПервойАренды (Дата) , ДатаОкончанияОбучения (Дата) , Прочее (Строка) | Справочник.Преподаватели : Ссылка (Справочник.Преподаватели) , Адрес (Справочник.Адреса) , Имя (Строка) , Отчество (Строка) , Фамилия (Строка) , Пол (Строка) , Телефон (Строка) , ЭлектроннаяПочта (Строка) , Прочее (Строка) | РегистрСведений.Оценки : Ссылка (РегистрСведений.Оценки) , Студент (Справочник.Студенты) , Преподаватель (Справочник.Преподаватели) , Дата (Дата) , Текст (Строка) , Прочее (Строка) | РегистрСведений.Инциденты : Ссылка (РегистрСведений.Инциденты) , ВидИнцидента (Справочник.ВидыИнцидентов) , Студент (Справочник.Студенты) , ДатаНачала (Дата) , ДатаОкончания (Дата) , Описание (Строка) , Рекомендации (Строка) , Прочее (Строка) | Документ.ДисциплинарноеВзыскание : Ссылка (Документ.ДисциплинарноеВзыскание) , Вид (Справочник.ВидыДисциплинарныхМер) , Преподаватель (Справочник.Преподаватели) , ДатаНачала (Дата) , ДатаОкончания (Дата) , Описание (Строка) , Прочее (Строка) | РегистрСведений.АдресаСтудентов : Студент (Справочник.Студенты) , Адрес (Справочник.Адреса) , ДатаС (Дата) , ДатаПо (Дата) , АрендаВМесяц (Число) , Прочее (Строка) | РегистрСведений.СтудентыВДисциплинарныхМерах : Студент (Справочник.Студенты) , Взыскание (Документ.ДисциплинарноеВзыскание) , Инцидент (РегистрСведений.Инциденты)
cre_Doc_Tracking_DB;Справочник.ВидыДокументов : Код (Строка) , Наименование (Строка) , Описание (Строка) | Справочник.Календарь : Дата (Дата) , НомерДня (Число) | Справочник.МестаХранения : Код (Строка) , Наименование (Строка) , Описание (Строка) | Справочник.Должности : Код (Строка) , Наименование (Строка) , Описание (Строка) | Справочник.Документы : Ссылка (Справочник.Документы) , ДатаХранения (Дата) , ВидДокумента (Справочник.ВидыДокументов) , Наименование (Строка) , Описание (Строка) , Прочее (Строка) | Справочник.Сотрудники : Ссылка (Справочник.Сотрудники) , Должность (Справочник.Должности) , Наименование (Строка) , Пол (Строка) , ДатаРождения (Дата) , Прочее (Строка) | РегистрСведений.МестаХраненияДокументов : Документ (Справочник.Документы) , МестоХранения (Справочник.МестаХранения) , ДатаС (Дата) , ДатаПо (Дата) | РегистрСведений.УничтожениеДокументов : Документ (Справочник.Документы) , УтвержденоСотрудником (Справочник.Сотрудники) , УничтоженоСотрудником (Справочник.Сотрудники) , ПлановаяДатаУничтожения (Дата) , ФактическаяДатаУничтожения (Дата) , Прочее (Строка)
university_basketball;Справочник.Университеты : Ссылка (Справочник.Университеты) , Наименование (Строка) , Местоположение (Строка) , ГодОснования (Число) , Принадлежность (Строка) , КоличествоСтудентов (Число) , Прозвище (Строка) , ОсновнаяКонференция (Строка) | Справочник.БаскетбольныеКоманды : Ссылка (Справочник.БаскетбольныеКоманды) , Университет (Справочник.Университеты) , Наименование (Строка) , СезонACC (Строка) , ПроцентACC (Строка) , ИгрыДомаACC (Строка) , ИгрыВГостяхACC (Строка) , ВсеИгры (Строка) , ПроцентВсехИгр (Число) , ВсеИгрыДома (Строка) , ВсеИгрыВГостях (Строка) , ВсеИгрыНейтрально (Строка)
soccer_2;Справочник.Колледжи : Наименование (Строка) , Штат (Строка) , КоличествоСтудентов (Число) | Справочник.Игроки : Ссылка (Справочник.Игроки) , Наименование (Строка) , Предупреждение (Строка) , Школа (Число) | РегистрСведений.Просмотры : Игрок (Справочник.Игроки) , Колледж (Справочник.Колледжи) , Позиция (Строка) , Решение (Строка)
activity_1;Справочник.Активности : Ссылка (Справочник.Активности) , Наименование (Строка) | Справочник.Студенты : Ссылка (Справочник.Студенты) , Фамилия (Строка) , Имя (Строка) , Возраст (Число) , Пол (Строка) , Специальность (Число) , Руководитель (Число) , КодГорода (Строка) | Справочник.Преподаватели : Ссылка (Справочник.Преподаватели) , Фамилия (Строка) , Имя (Строка) , Звание (Строка) , Пол (Строка) , Телефон (Строка) , Кабинет (Строка) , Здание (Строка) | РегистрСведений.УчастиеСтудентов : Студент (Справочник.Студенты) , АктивностьСтудента (Справочник.Активности) | РегистрСведений.УчастиеПреподавателей : Преподаватель (Справочник.Преподаватели) , АктивностьПреподавателя (Справочник.Активности)
cre_Theme_park;Справочник.КлассыОтелей : Код (Строка) , Описание (Строка) | Справочник.Локации : Ссылка (Справочник.Локации) , Наименование (Строка) , Адрес (Строка) , Прочее (Строка) | Справочник.ВидыДостопримечательностей : Код (Строка) , Описание (Строка) | Справочник.Туристы : Ссылка (Справочник.Туристы) , Описание (Строка) | Справочник.Особенности : Ссылка (Справочник.Особенности) , Описание (Строка) | Справочник.Отели : Ссылка (Справочник.Отели) , Класс (Справочник.КлассыОтелей) , РазрешеныЖивотные (Строка) , ЦеноваяКатегория (Число) , Прочее (Строка) | Справочник.Достопримечательности : Ссылка (Справочник.Достопримечательности) , Вид (Справочник.ВидыДостопримечательностей) , Локация (Справочник.Локации) , КакДобраться (Строка) , Наименование (Строка) , Описание (Строка) , ЧасыРаботы (Строка) , Прочее (Строка) | Справочник.УличныеРынки : Ссылка (Справочник.УличныеРынки) , Описание (Строка) | Справочник.Магазины : Ссылка (Справочник.Магазины) , Описание (Строка) | Справочник.Музеи : Ссылка (Справочник.Музеи) , Описание (Строка) | Справочник.КоролевскиеСемьи : Ссылка (Справочник.КоролевскиеСемьи) , Описание (Строка) | Справочник.ПаркиРазвлечений : Ссылка (Справочник.ПаркиРазвлечений) , Описание (Строка) | РегистрСведений.Визиты : Ссылка (РегистрСведений.Визиты) , Достопримечательность (Справочник.Достопримечательности) , Турист (Справочник.Туристы) , ДатаВизита (Дата) , Прочее (Строка) | РегистрСведений.Фотографии : Ссылка (РегистрСведений.Фотографии) , Достопримечательность (Справочник.Достопримечательности) , Наименование (Строка) , Описание (Строка) , ИмяФайла (Строка) , Прочее (Строка) | Справочник.СотрудникиДостопримечательностей : Ссылка (Справочник.СотрудникиДостопримечательностей) , Достопримечательность (Справочник.ВидыДостопримечательностей) , Имя (Строка) , Прочее (Строка) | РегистрСведений.ОсобенностиДостопримечательностей : Достопримечательность (Справочник.ВидыДостопримечательностей) , Особенность (Справочник.Особенности)
twitter_1;РегистрСведений.Подписки : Подписчик (Справочник.Пользователи) , ПодписанНа (Справочник.Пользователи) | Документ.Твит : Ссылка (Документ.Твит) , Пользователь (Справочник.Пользователи) , Текст (Строка) , ДатаСоздания (Дата) | Справочник.Пользователи : Ссылка (Справочник.Пользователи) , Наименование (Строка) , ЭлектроннаяПочта (Строка) , Раздел (Число) , КоличествоПодписчиков (Число)
election_representative;Справочник.Представители : Ссылка (Справочник.Представители) , Наименование (Строка) , Штат (Строка) , Партия (Строка) , ПериодЖизни (Строка) | РегистрСведений.Выборы : Ссылка (РегистрСведений.Выборы) , Представитель (Справочник.Представители) , Дата (Строка) , КоличествоГолосов (Число) , ПроцентГолосов (Число) , КоличествоМест (Число) , Место (Число)
voter_2;Справочник.Студенты : Ссылка (Справочник.Студенты) , Фамилия (Строка) , Имя (Строка) , Возраст (Число) , Пол (Строка) , Специальность (Число) , Руководитель (Число) , КодГорода (Строка) | РегистрСведений.РезультатыГолосования : Студент (Справочник.Студенты) , ДатаРегистрации (Строка) , ИзбирательныйЦикл (Строка) , Президент (Число) , ВицеПрезидент (Число) , Секретарь (Число) , Казначей (Число) , ПрезидентКласса (Число) , СенаторКласса (Число)
wedding;Справочник.Люди : Ссылка (Справочник.Люди) , Наименование (Строка) , Страна (Строка) , ПолМужской (Строка) , Возраст (Число) | Справочник.Церкви : Ссылка (Справочник.Церкви) , Наименование (Строка) , ОрганизованаКем (Строка) , ДатаОткрытия (Число) , ПродолжениеЦеркви (Строка) | РегистрСведений.Браки : Церковь (Справочник.Церкви) , Муж (Справочник.Люди) , Жена (Справочник.Люди) , Год (Число)
news_report;Справочник.События : Ссылка (Справочник.События) , Дата (Строка) , МестоПроведения (Строка) , Наименование (Строка) , Посещаемость (Число) | Справочник.Журналисты : Ссылка (Справочник.Журналисты) , Наименование (Строка) , Национальность (Строка) , Возраст (Строка) , СтажРаботы (Число) | РегистрСведений.Репортажи : Журналист (Справочник.Журналисты) , Событие (Справочник.События) , ТипРаботы (Строка)
wine_1;Справочник.Виноград : Ссылка (Справочник.Виноград) , Наименование (Строка) , ЦветСтрокой (Строка) | Справочник.Апелласьоны : Ссылка (Справочник.Апелласьоны) , Наименование (Строка) , Округ (Строка) , Штат (Строка) , Площадь (Строка) , ЯвляетсяAVA (Строка) | Справочник.Вино : Ссылка (Справочник.Вино) , Виноград (Строка) , Винодельня (Строка) , Апелласьон (Строка) , Штат (Строка) , Наименование (Строка) , Год (Число) , Цена (Число) , Оценка (Число) , КоличествоБутылок (Число) , РекомендуемыйПериод (Строка)
customers_and_addresses;Справочник.Адреса : Ссылка (Справочник.Адреса) , СодержимоеАдреса (Строка) , Город (Строка) , Индекс (Строка) , Регион (Строка) , Страна (Строка) , Прочее (Строка) | Справочник.Товары : Ссылка (Справочник.Товары) , Описание (Строка) | Справочник.Клиенты : Ссылка (Справочник.Клиенты) , СпособОплаты (Строка) , Наименование (Строка) , ДатаРегистрации (Дата) , Прочее (Строка) | РегистрСведений.АдресаКлиентов : Клиент (Справочник.Клиенты) , Адрес (Справочник.Адреса) , ДатаС (Дата) , ТипАдреса (Строка) , ДатаПо (Дата) | РегистрСведений.КонтактныеКаналыКлиентов : Клиент (Справочник.Клиенты) , КодКанала (Строка) , ДатаС (Дата) , ДатаПо (Дата) , Контакт (Строка) | Документ.Заказ : Ссылка (Документ.Заказ) , Клиент (Справочник.Клиенты) , Статус (Строка) , ДатаЗаказа (Дата) , Детали (Строка) | ТабличнаяЧасть.ТоварыЗаказа : Заказ (Документ.Заказ) , Товар (Справочник.Товары) , Количество (Строка)
protein_institute;Справочник.Здания : Код (Строка) , Наименование (Строка) , Адрес (Строка) , ГодыКакСамоеВысокое (Строка) , ВысотаВФутах (Число) , Этажей (Число) | Справочник.Учреждения : Код (Строка) , Наименование (Строка) , Местоположение (Строка) , ГодОснования (Число) , Тип (Строка) , КоличествоСтудентов (Число) , Команда (Строка) , ОсновнаяКонференция (Строка) , Здание (Справочник.Здания) | Справочник.Белки : РаспространенноеНазвание (Строка) , Наименование (Строка) , ОтклонениеОтЧеловека (Число) , НомерПоследовательности (Строка) , ДлинаПоследовательности (Число) , ИдентичностьСЧеловеком (Строка) , Учреждение (Справочник.Учреждения)
school_player;Справочник.Школы : Ссылка (Справочник.Школы) , Наименование (Строка) , Местоположение (Строка) , КоличествоУчащихся (Число) , ГодОснования (Число) , Конфессия (Строка) , Пол (Строка) , ФормаОбучения (Строка) , ГодУчастияВСоревнованиях (Число) , ЦветаШколы (Строка) | РегистрСведений.ДеталиШкол : Школа (Справочник.Школы) , Прозвище (Строка) , Цвета (Строка) , Лига (Строка) , Класс (Строка) , Дивизион (Строка) | РегистрСведений.УспеваемостьШкол : Школа (Справочник.Школы) , УчебныйГод (Строка) , КлассА (Строка) , КлассAA (Строка) | Справочник.Игроки : Ссылка (Справочник.Игроки) , Наименование (Строка) , Команда (Строка) , Возраст (Число) , Позиция (Строка) , ШколаСправочник (Справочник.Школы)
phone_1;Справочник.МоделиЧипов : Наименование (Строка) , ГодВыхода (Число) , ОЗУ_МиБ (Число) , ПЗУ_МиБ (Число) , Слоты (Строка) , WiFi (Строка) , Bluetooth (Строка) | Справочник.РежимыЭкрана : Код (Число) , СимвольныеЯчейки (Строка) , Пиксели (Строка) , АппаратныеЦвета (Число) , ИспользованоКБ (Число) , Карта (Строка) , Тип (Строка) | Справочник.МоделиТелефонов : Компания (Строка) , Модель (Строка) , ТипСертификации (Строка) , УровеньСертификации (Строка) , Дата (Строка) , МодельЧипа (Справочник.МоделиЧипов) , РежимЭкрана (Справочник.РежимыЭкрана)
tvshow;Справочник.Телеканалы : Ссылка (Справочник.Телеканалы) , НазваниеСериала (Строка) , Страна (Строка) , Язык (Строка) , Контент (Строка) , АспектноеСоотношение (Строка) , HDTV (Строка) , ПлатныйПросмотр (Строка) , Пакет (Строка) | Справочник.ТВСерии : Ссылка (Справочник.ТВСерии) , Эпизод (Строка) , ДатаВыхода (Строка) , Рейтинг (Строка) , Доля (Число) , Рейтинг1849 (Строка) , ЗрителейМлн (Строка) , РангНедели (Число) , Канал (Справочник.Телеканалы) | Справочник.Мультфильмы : Ссылка (Справочник.Мультфильмы) , Название (Строка) , Режиссер (Строка) , Сценарист (Строка) , ДатаПоказа (Строка) , КодПроизводства (Число) , Канал (Справочник.Телеканалы)
wrestler;Справочник.Реслеры : Ссылка (Справочник.Реслеры) , Наименование (Строка) , Правление (Строка) , ДнейВДолжности (Строка) , Локация (Строка) , Событие (Строка) | РегистрСведений.Элиминации : Ссылка (РегистрСведений.Элиминации) , Реслер (Справочник.Реслеры) , Команда (Строка) , ЭлиминированКем (Строка) , Прием (Строка) , Время (Строка)
customer_complaints;Справочник.Сотрудники : Ссылка (Справочник.Сотрудники) , Пол (Строка) , Имя (Строка) , Фамилия (Строка) , ЭлектроннаяПочта (Строка) , Телефон (Строка) | Справочник.Клиенты : Ссылка (Справочник.Клиенты) , ТипКлиента (Строка) , АдресСтрока1 (Строка) , АдресСтрока2 (Строка) , Город (Строка) , Штат (Строка) , ЭлектроннаяПочта (Строка) , Телефон (Строка) | Справочник.Товары : Ссылка (Справочник.Товары) , РодительскийТовар (Число) , Категория (Строка) , ДатаПоявления (Дата) , ДатаСнятия (Дата) , Наименование (Строка) , Описание (Строка) , Цена (Число) | Документ.Жалоба : Ссылка (Документ.Жалоба) , Товар (Справочник.Товары) , Клиент (Справочник.Клиенты) , Результат (Строка) , Статус (Строка) , Тип (Строка) , ДатаСоздания (Дата) , ДатаЗакрытия (Дата) , Ответственный (Справочник.Сотрудники)
department_management;Справочник.Департаменты : Ссылка (Справочник.Департаменты) , Наименование (Строка) , ДатаСоздания (Строка) , Рейтинг (Число) , БюджетВМлрд (Число) , КоличествоСотрудников (Число) | Справочник.Руководители : Ссылка (Справочник.Руководители) , Наименование (Строка) , ШтатРождения (Строка) , Возраст (Число) | РегистрСведений.Руководство : Департамент (Справочник.Департаменты) , Руководитель (Справочник.Руководители) , ВременныйИО (Строка)
customers_and_products_contacts;Справочник.Адреса : Ссылка (Справочник.Адреса) , УлицаИДом (Строка) , Город (Строка) , Индекс (Строка) , Регион (Строка) , Страна (Строка) | Справочник.Товары : Ссылка (Справочник.Товары) , КодТипа (Строка) , Наименование (Строка) , Цена (Число) | Справочник.Клиенты : Ссылка (Справочник.Клиенты) , КодСпособаОплаты (Строка) , НомерКлиента (Строка) , Наименование (Строка) , Адрес (Строка) , Телефон (Строка) , ЭлектроннаяПочта (Строка) | Справочник.Контакты : Ссылка (Справочник.Контакты) , Клиент (Справочник.Клиенты) , Пол (Строка) , Имя (Строка) , Фамилия (Строка) , Телефон (Строка) | РегистрСведений.ИсторияАдресовКлиентов : Клиент (Справочник.Клиенты) , Адрес (Справочник.Адреса) , ДатаС (Дата) , ДатаПо (Дата) | Документ.Заказ : Ссылка (Документ.Заказ) , Клиент (Справочник.Клиенты) , ДатаЗаказа (Дата) , Статус (Строка) | ТабличнаяЧасть.ТоварыЗаказа : Ссылка (ТабличнаяЧасть.ТоварыЗаказа) , Заказ (Документ.Заказ) , Товар (Справочник.Товары) , Количество (Строка)
